L_chrImg_Index,R_chrImg_Index,Shadow_Index,talk_name_Index,CGImg_Index,Talk_Index,soundEff_Index,BGM_Index,ShakingEff_Index,wait_Index,fadeIn_Index,fadeOut_Index,fadeIn_quick_Index,fadeOut_quick_Index,RedFlash_Index,whiteFlash_Index
gang02,Zhang02,1,미스터 장,null,"그건 알 거 없고, 댁네들 일이나 잘 하면 되는 거 아니예요. ",null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
gang02,Zhang02,1,미스터 장,null,신경 끕시다. 좋게 말할 때. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
gang03,Zhang02,2,강원진,null,…………. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
gang03,Zhang01,1,미스터 장,null,"우리 강경위님도 봤겠다, 이제 나가 보실까? ",null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
Lee03,Zhang01,2,이지은,null,잠깐. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
Lee03,Zhang01,2,이지은,null,강원진 경위를 어떻게 아는 건지 모르겠네? ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
Zhang01,null,0,미스터장,null,댁은 이지은 경위고. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
Zhang01,null,0,미스터장,null,유구현 그 양반의 따까리인 건 내 잘 알고 있지. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
Zhang01,null,0,미스터장,null,"정보 하나 더 얹어주자면, 유구현은 날 아주 찢어발길정도로 싫어한다는 점?",null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
Zhang02,null,0,미스터장,null,"그렇다 한들, 그 인간도 깨끗한 양반은 아니라서 말이지. ",null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
gang02,Zhang01,2,강원진,null,그게 무슨 말씀입니까. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
gang02,Zhang01,1,미스터 장,null,"상상은 자유, 착각은 맘대로. ",null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
gang02,Zhang01,1,미스터 장,null,아저씨 아가씨 둘이서 잘 해결해 보십쇼. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,,null,null,null,null,0,2.1,0,0,FALSE,FALSE,FALSE,FALSE
gang02,Lee03,1,이지은,null,이간질이야. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
gang02,Lee03,1,이지은,null,신경쓰지 마. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
gang02,Lee03,2,강원진,null,…그렇겠죠. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
gang02,Lee03,1,이지은,null,밀린 일이나 처리하러 가는 게 좋지 않을까 모르겠네. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
gang02,Lee03,2,강원진,null,"예, 알겠습니다. ",null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,,null,null,null,null,0,2.1,0,2,FALSE,FALSE,FALSE,FALSE
